,price,rating,brand,ram,ssd_storage,color,processor
153,64390.0,3,Acer,15.20558882235529,512,Silver,Intel
154,68700.0,3,Lenovo,15.20558882235529,512,Grey,Intel
155,53280.0,4,Hp,15.20558882235529,512,Silver,AMD
156,194990.0,4,Apple,24.0,1024,Silver,Unknown
157,54990.0,4,Lenovo,8.0,512,Grey,AMD
158,319990.0,4,Alienware,32.0,1024,Grey,Intel
159,63990.0,4,Hp,8.0,1024,Silver,Intel
160,73990.0,4,Apple,8.0,256,Grey,Unknown
161,85990.0,4,Hp,16.0,1024,Silver,Snapdragon
162,82990.0,3,Dell,16.0,512,Silver,Intel
163,49400.0,4,Lenovo,8.0,512,Grey,AMD
164,52999.0,4,Lenovo,15.20558882235529,512,Grey,Intel
165,58990.0,3,Dell,16.0,512,Black,Intel
166,126790.0,4,Lenovo,16.0,1024,Grey,Intel
167,59990.0,3,Dell,16.0,512,Silver,AMD
168,334990.0,4,Asus,128.0,1024,Black,AMD
169,55780.0,4,Hp,16.0,512,Silver,AMD
170,531490.0,4,Alienware,24.0,2048,Silver,Intel
171,290000.0,5,Lenovo,32.0,1024,Grey,Intel
172,69990.0,3,Hp,16.0,512,Silver,Snapdragon
173,464490.0,5,Apple,36.0,2048,Black,Unknown
174,47990.0,3,Acer,8.0,512,Silver,AMD
175,194990.0,4,Apple,24.0,1024,Blue,Unknown
176,78100.0,4,Lenovo,16.0,512,Grey,Intel
177,85990.0,3,Hp,24.0,1024,Silver,Intel
178,194990.0,4,Apple,24.0,1024,Silver,Unknown
179,124886.05605786618,3,Hp,32.0,1024,Silver,Intel
180,290000.0,5,Lenovo,32.0,1024,Grey,Intel
181,73990.0,4,Apple,8.0,256,Silver,Unknown
182,73990.0,4,Apple,8.0,256,Grey,Unknown
183,124900.0,5,Lenovo,16.0,512,Black,Intel
184,68990.0,5,Hp,15.20558882235529,512,Silver,Intel
185,64390.0,3,Acer,15.20558882235529,512,Silver,Intel
186,342490.0,4,Apple,24.0,1024,Silver,Unknown
187,60650.0,4,Asus,16.0,512,Black,AMD
188,87900.0,4,Acer,6.0,512,Gray,Intel
189,82990.0,3,Hp,16.0,1024,Silver,Intel
190,89890.0,3,Lenovo,15.20558882235529,512,Grey,Intel
191,43490.0,3,Hp,8.0,512,Silver,AMD
192,165000.0,4,Lenovo,8.0,1024,Grey,Intel
193,93990.0,4,Hp,15.20558882235529,512,Silver,Intel
194,81990.0,4,Acer,4.0,512,Gray,Intel
195,499990.0,4,Acer,15.20558882235529,512,Black,Intel
196,78990.0,5,Hp,15.20558882235529,512,Silver,Intel
197,69990.0,3,Hp,16.0,512,Silver,Snapdragon
198,49990.0,3,Acer,8.0,512,Silver,AMD
199,342490.0,4,Apple,24.0,2048,Silver,Unknown
200,93990.0,5,Hp,16.0,512,Silver,Intel
201,87900.0,4,Acer,6.0,512,Gray,Intel
202,194990.0,4,Apple,24.0,1024,Silver,Unknown
203,64390.0,3,Acer,15.20558882235529,512,Silver,Intel
204,499990.0,4,Acer,15.20558882235529,512,Black,Intel
205,81700.0,4,Lenovo,16.0,512,Grey,Unknown
206,73990.0,4,Apple,8.0,256,Silver,Unknown
207,68490.0,3,Lenovo,16.0,512,Grey,AMD
208,124990.0,4,Msi,16.0,128,Black,Unknown
209,78990.0,5,Hp,15.20558882235529,512,Silver,Intel
210,342490.0,4,Apple,24.0,1024,Silver,Unknown
211,200490.0,4,Apple,16.0,1024,Silver,Unknown
212,231490.0,4,Lenovo,8.0,1024,Black,Intel
213,27000.0,4,Unknown,8.0,256,Silver,Unknown
214,81990.0,4,Acer,4.0,512,Gray,Intel
215,52990.0,2,Acer,8.0,500,Silver,Intel
216,61500.0,3,Hp,15.20558882235529,512,Silver,Intel
217,26000.0,4,Unknown,8.0,256,Silver,Unknown
218,69900.0,4,Hp,15.20558882235529,512,Grey,Intel
219,48999.0,2,Lenovo,8.0,512,Silver,Unknown
220,269990.0,4,Asus,32.0,512,Black,Snapdragon
221,62500.0,1,Hp,16.0,512,Silver,Intel
222,69990.0,3,Hp,16.0,512,Silver,Snapdragon
223,85990.0,3,Hp,24.0,1024,Silver,Intel
224,75990.0,3,Hp,16.0,512,Silver,Intel
225,62500.0,1,Hp,16.0,512,Silver,Intel
226,71990.0,4,Asus,16.0,512,Blue,AMD
227,47990.0,3,Acer,8.0,512,Silver,AMD
228,342490.0,4,Apple,24.0,2048,Silver,Unknown
229,464490.0,5,Apple,36.0,2048,Black,Unknown
230,170999.0,5,New,16.0,1024,Silver,Snapdragon
231,194990.0,4,Apple,24.0,1024,Silver,Unknown
232,83465.0,3,Hp,24.0,1024,Silver,Intel
233,29000.0,4,Unknown,8.0,256,Silver,Unknown
234,53999.0,3,Acer,16.0,512,Black,AMD
